dataset_id,case_id,delta_dice
Task001_BrainTumour,BRATS_235,-0.00025215150306
Task001_BrainTumour,BRATS_236,-0.0002621791235734
Task001_BrainTumour,BRATS_237,-0.0008733050164732
Task001_BrainTumour,BRATS_238,-0.0002720496580397
Task001_BrainTumour,BRATS_239,0.000194582191544
Task001_BrainTumour,BRATS_240,-0.0003201254551629
Task001_BrainTumour,BRATS_241,-0.0011154916353643
Task001_BrainTumour,BRATS_242,-0.000308114731053
Task001_BrainTumour,BRATS_243,-0.0020675869567056
Task001_BrainTumour,BRATS_244,-0.0001398880347863
Task001_BrainTumour,BRATS_245,-0.0006952360965085
Task001_BrainTumour,BRATS_246,0.0002172193135147
Task001_BrainTumour,BRATS_247,3.3269473677766115e-05
Task001_BrainTumour,BRATS_248,0.000986649881122
Task001_BrainTumour,BRATS_249,-7.03661698957525e-05
Task001_BrainTumour,BRATS_250,0.0003712733068974
Task001_BrainTumour,BRATS_251,-0.0009819899042651
Task001_BrainTumour,BRATS_252,-0.0006057972854346
Task001_BrainTumour,BRATS_253,-0.0005936340291546
Task001_BrainTumour,BRATS_254,0.0066732515156728
Task001_BrainTumour,BRATS_255,0.0001473855976011
Task001_BrainTumour,BRATS_256,-0.0006035623098503
Task001_BrainTumour,BRATS_257,-0.0160751684819979
Task001_BrainTumour,BRATS_258,-0.0008562702778258
Task001_BrainTumour,BRATS_259,-0.0003654506633298
Task001_BrainTumour,BRATS_260,-0.001434242643298
Task001_BrainTumour,BRATS_261,-4.359660340902405e-05
Task001_BrainTumour,BRATS_262,-0.0001638239909694
Task001_BrainTumour,BRATS_263,5.722605940361447e-05
Task001_BrainTumour,BRATS_264,-8.482497105344322e-05
Task001_BrainTumour,BRATS_265,0.0003160053637623
Task001_BrainTumour,BRATS_266,-0.0006790861130916
Task001_BrainTumour,BRATS_267,-0.0002874936566377
Task001_BrainTumour,BRATS_268,0.0028711726629935
Task001_BrainTumour,BRATS_269,0.0014495352048383
Task001_BrainTumour,BRATS_270,-0.008272788196811
Task001_BrainTumour,BRATS_271,-0.0008019632028498
Task001_BrainTumour,BRATS_272,-0.0070926940598987
Task001_BrainTumour,BRATS_273,-0.0003757969004295
Task001_BrainTumour,BRATS_274,-0.0003660438696518
Task001_BrainTumour,BRATS_275,-0.0002019050291076
Task001_BrainTumour,BRATS_276,-0.0004712398087836
Task001_BrainTumour,BRATS_277,-0.0008101031455469
Task001_BrainTumour,BRATS_278,-0.0007341576226006
Task001_BrainTumour,BRATS_279,-0.0003056257494234
Task001_BrainTumour,BRATS_280,-0.0002827077565946
Task001_BrainTumour,BRATS_281,-0.0006309174172451
Task001_BrainTumour,BRATS_282,-0.0006484642896462
Task001_BrainTumour,BRATS_283,-0.0004200644131229
Task001_BrainTumour,BRATS_284,-0.0001020577137222
Task001_BrainTumour,BRATS_285,-0.0003383313186574
Task001_BrainTumour,BRATS_286,-0.0003523338507405
Task001_BrainTumour,BRATS_287,0.0368978530696409
Task001_BrainTumour,BRATS_288,-0.0007181421818798
Task001_BrainTumour,BRATS_289,-0.0001318503988091
Task001_BrainTumour,BRATS_290,-0.0001237153897969
Task001_BrainTumour,BRATS_291,-0.0002841686946437
Task001_BrainTumour,BRATS_292,-0.0012941600852875
Task001_BrainTumour,BRATS_293,-0.0006315561218128
Task001_BrainTumour,BRATS_294,-0.0006070824714623
Task001_BrainTumour,BRATS_295,-0.0004976946653276
Task001_BrainTumour,BRATS_296,0.0003210407321687
Task001_BrainTumour,BRATS_297,-0.0009143878211529
Task001_BrainTumour,BRATS_298,-0.0004471894927244
Task001_BrainTumour,BRATS_299,-0.0035309797400797
Task001_BrainTumour,BRATS_300,-0.0004204865115585
Task001_BrainTumour,BRATS_301,0.0003060345455998
Task001_BrainTumour,BRATS_302,-0.0064221937399548
Task001_BrainTumour,BRATS_303,-0.0022171118788949
Task001_BrainTumour,BRATS_304,-3.123797812609741e-05
Task001_BrainTumour,BRATS_305,-0.0001777848813909
Task001_BrainTumour,BRATS_306,-0.0008569611731422
Task001_BrainTumour,BRATS_307,-0.0030680669066458
Task001_BrainTumour,BRATS_308,-0.0006893736152833
Task001_BrainTumour,BRATS_309,-0.000922197668411
Task001_BrainTumour,BRATS_310,0.0015559702130282
Task001_BrainTumour,BRATS_311,-0.0004226977387986
Task001_BrainTumour,BRATS_312,0.0008363985898722
Task001_BrainTumour,BRATS_313,-0.0002925989921696
Task001_BrainTumour,BRATS_314,-0.0011813031198064
Task001_BrainTumour,BRATS_315,0.0018120158174561
Task001_BrainTumour,BRATS_316,-0.0010221856775206
Task001_BrainTumour,BRATS_317,-0.0004471836061129
Task001_BrainTumour,BRATS_318,-0.0016042131338052
Task001_BrainTumour,BRATS_319,-0.0001769075844716
Task001_BrainTumour,BRATS_320,0.0006840157843345
Task001_BrainTumour,BRATS_321,-0.0018603689168716
Task001_BrainTumour,BRATS_322,-0.0016539835479509
Task001_BrainTumour,BRATS_323,-0.0005673239651511
Task001_BrainTumour,BRATS_324,0.0020494598770981
Task001_BrainTumour,BRATS_325,-0.0020398786186851
Task001_BrainTumour,BRATS_326,-0.0011730407303049
Task001_BrainTumour,BRATS_327,-0.0002436730546561
Task001_BrainTumour,BRATS_328,-0.0010570834968984
Task001_BrainTumour,BRATS_329,-0.0008419048256758
Task001_BrainTumour,BRATS_330,-0.0006958755953563
Task001_BrainTumour,BRATS_331,9.724718267400956e-05
Task001_BrainTumour,BRATS_332,0.0005739966458944
Task001_BrainTumour,BRATS_333,-0.0009874553925586
Task001_BrainTumour,BRATS_334,-0.0003315246902785
Task001_BrainTumour,BRATS_335,0.0003318916361109
Task001_BrainTumour,BRATS_336,-0.0002445958692369
Task001_BrainTumour,BRATS_337,-0.0007199214253297
Task001_BrainTumour,BRATS_338,-0.0032407852474755
Task001_BrainTumour,BRATS_339,-0.0002704602678815
Task001_BrainTumour,BRATS_340,-0.003085415675764
Task001_BrainTumour,BRATS_341,-5.103293031516465e-05
Task001_BrainTumour,BRATS_342,0.0004099588706019
Task001_BrainTumour,BRATS_343,0.0003114647344217
Task001_BrainTumour,BRATS_344,-0.0009256173086331
Task001_BrainTumour,BRATS_345,-0.0009605333701677
Task001_BrainTumour,BRATS_346,-0.0007699046178386
Task001_BrainTumour,BRATS_347,-0.00074792472562
Task001_BrainTumour,BRATS_348,-0.001281277092245
Task001_BrainTumour,BRATS_349,0.000395120868969
Task001_BrainTumour,BRATS_350,-0.00010086502403
Task001_BrainTumour,BRATS_351,-0.0006441205758672
Task001_BrainTumour,BRATS_352,0.0214698797066092
Task001_BrainTumour,BRATS_353,0.0002609020172711
Task001_BrainTumour,BRATS_354,0.0004247350612452
Task001_BrainTumour,BRATS_355,-0.0006141815232005
Task001_BrainTumour,BRATS_356,8.86406849235355e-05
Task001_BrainTumour,BRATS_357,-0.0009781214642399
Task001_BrainTumour,BRATS_358,-0.0019146098320419
Task001_BrainTumour,BRATS_359,-0.0009875262960242
Task001_BrainTumour,BRATS_360,-0.0004574957219538
Task001_BrainTumour,BRATS_361,0.0002916686628504
Task001_BrainTumour,BRATS_362,-0.0002269536938437
Task001_BrainTumour,BRATS_363,0.0011353206687598
Task001_BrainTumour,BRATS_364,-0.0007071110129547
Task001_BrainTumour,BRATS_365,-0.0004287425171286
Task001_BrainTumour,BRATS_366,-0.0014313541398771
Task001_BrainTumour,BRATS_367,-0.0003770828875572
Task001_BrainTumour,BRATS_368,0.0026511028717213
Task001_BrainTumour,BRATS_369,-0.0004874134275214
Task001_BrainTumour,BRATS_370,-0.001863152509785
Task001_BrainTumour,BRATS_371,-0.0001606270904679
Task001_BrainTumour,BRATS_372,0.0005614716219093
Task001_BrainTumour,BRATS_373,0.0025684310578073
Task001_BrainTumour,BRATS_374,-0.0013042680407077
Task001_BrainTumour,BRATS_375,-0.0007892646110164
Task001_BrainTumour,BRATS_376,-0.002081138980303
Task001_BrainTumour,BRATS_377,-0.000142505691738
Task001_BrainTumour,BRATS_378,0.0001885212418354
Task001_BrainTumour,BRATS_379,0.0005244893807092
Task001_BrainTumour,BRATS_380,-0.0026274543000701
Task001_BrainTumour,BRATS_381,0.0
Task001_BrainTumour,BRATS_382,-0.0008949099571864
Task001_BrainTumour,BRATS_383,-0.0008741852016687
Task001_BrainTumour,BRATS_384,-0.0008225588147734
Task001_BrainTumour,BRATS_385,0.0001721812180384
Task001_BrainTumour,BRATS_386,-0.0007417326217148
Task001_BrainTumour,BRATS_387,-0.0013381176071961
Task001_BrainTumour,BRATS_388,4.387841664521552e-05
Task001_BrainTumour,BRATS_389,0.0004946298954791
Task001_BrainTumour,BRATS_390,-0.0017874561841586
Task001_BrainTumour,BRATS_391,-0.0017996465370537
Task001_BrainTumour,BRATS_392,0.0005280308206341
Task001_BrainTumour,BRATS_393,-0.0012183942771992
Task001_BrainTumour,BRATS_394,-0.0030008352085628
Task001_BrainTumour,BRATS_395,-0.000835831454685
Task001_BrainTumour,BRATS_396,-0.0016599593393626
Task001_BrainTumour,BRATS_397,-0.0009806966875733
Task001_BrainTumour,BRATS_398,-0.0003977330174271
Task001_BrainTumour,BRATS_399,0.0002145701663491
Task001_BrainTumour,BRATS_400,-0.0020591263052875
Task001_BrainTumour,BRATS_401,-0.0008400612001939
Task001_BrainTumour,BRATS_402,-0.0006498345603854
Task001_BrainTumour,BRATS_403,-0.0001578089765793
Task001_BrainTumour,BRATS_404,-2.631444453915499e-05
Task001_BrainTumour,BRATS_405,-0.0001667297945119
Task001_BrainTumour,BRATS_406,-0.0004074974929162
Task001_BrainTumour,BRATS_407,-0.0011389898504289
Task001_BrainTumour,BRATS_408,-0.0025947493406992
Task001_BrainTumour,BRATS_409,-9.045061517631849e-05
Task001_BrainTumour,BRATS_410,-0.00102269072772
Task001_BrainTumour,BRATS_411,-0.0006249022544767
Task001_BrainTumour,BRATS_412,-0.0012791319758533
Task001_BrainTumour,BRATS_413,-0.003882170807389
Task001_BrainTumour,BRATS_414,-0.0021198983569988
Task001_BrainTumour,BRATS_415,-0.0005146070241713
Task001_BrainTumour,BRATS_416,0.0006633081641188
Task001_BrainTumour,BRATS_417,-0.0004041110188364
Task001_BrainTumour,BRATS_418,-0.0004421747781808
Task001_BrainTumour,BRATS_419,-0.0009214858417171
Task001_BrainTumour,BRATS_420,0.0003354253355386
Task001_BrainTumour,BRATS_421,4.7372513299226426e-05
Task001_BrainTumour,BRATS_422,-0.0005276493190931
Task001_BrainTumour,BRATS_423,-0.0016817152947099
Task001_BrainTumour,BRATS_424,0.0005016858607422
Task001_BrainTumour,BRATS_425,8.226566933422497e-05
Task001_BrainTumour,BRATS_426,0.0003966018046021
Task001_BrainTumour,BRATS_427,-6.259154464227645e-05
Task001_BrainTumour,BRATS_428,-0.0008680211212417
Task001_BrainTumour,BRATS_429,-0.000467007252211
Task001_BrainTumour,BRATS_430,-0.0002736439161973
Task001_BrainTumour,BRATS_431,-0.0008913261358576
Task001_BrainTumour,BRATS_432,-0.0021375128668411
Task001_BrainTumour,BRATS_433,-0.0006897870902921
Task001_BrainTumour,BRATS_434,-0.0030323276859067
Task001_BrainTumour,BRATS_435,-0.0003610076292502
Task001_BrainTumour,BRATS_436,-0.0001429368831273
Task001_BrainTumour,BRATS_437,-0.0013536263430095
Task001_BrainTumour,BRATS_438,-0.0024992870322126
Task001_BrainTumour,BRATS_439,0.000283389194522
Task001_BrainTumour,BRATS_440,-0.0002425544434787
Task001_BrainTumour,BRATS_441,-0.0003761926312848
Task001_BrainTumour,BRATS_442,-0.0019239949427691
Task001_BrainTumour,BRATS_443,-0.0001517783375576
Task001_BrainTumour,BRATS_444,-0.0004923360162409
Task001_BrainTumour,BRATS_445,-0.0016404631469787
Task001_BrainTumour,BRATS_446,-0.0013030122709442
Task001_BrainTumour,BRATS_447,-0.0006137488003028
Task001_BrainTumour,BRATS_448,-0.003295940907078
Task001_BrainTumour,BRATS_449,-0.001023122370385
Task001_BrainTumour,BRATS_450,-0.0016036774937577
Task001_BrainTumour,BRATS_451,-0.0003030195551985
Task001_BrainTumour,BRATS_452,3.435762413750432e-05
Task001_BrainTumour,BRATS_453,-0.0007181341775743
Task001_BrainTumour,BRATS_454,-0.0017320785994165
Task001_BrainTumour,BRATS_455,-0.0007905082994437
Task001_BrainTumour,BRATS_456,-0.0014253432669866
Task001_BrainTumour,BRATS_457,-0.0006798038791672
Task001_BrainTumour,BRATS_458,-2.071934195502223e-05
Task001_BrainTumour,BRATS_459,-0.0009937607064972
Task001_BrainTumour,BRATS_460,-0.0004411350111921
Task001_BrainTumour,BRATS_461,-0.0015187488974087
Task001_BrainTumour,BRATS_462,-0.0008553634898282
Task001_BrainTumour,BRATS_463,-0.0009809745874571
Task001_BrainTumour,BRATS_464,-0.0013928732513521
Task001_BrainTumour,BRATS_465,-0.0007049940153079
Task001_BrainTumour,BRATS_466,-0.000682632173621
Task001_BrainTumour,BRATS_467,-0.0003065211896488
Task001_BrainTumour,BRATS_468,-0.0002266065674048
Task001_BrainTumour,BRATS_469,-0.000573697765564
Task001_BrainTumour,BRATS_470,-0.0004238126354921
Task001_BrainTumour,BRATS_471,-0.0007726864687538
Task001_BrainTumour,BRATS_472,-0.001216927320867
Task001_BrainTumour,BRATS_473,-0.0008690428282702
Task001_BrainTumour,BRATS_474,-0.0014615379811171
Task001_BrainTumour,BRATS_475,-0.0017991706298202
Task001_BrainTumour,BRATS_476,-0.0004645397733243
Task001_BrainTumour,BRATS_477,-8.68861166549717e-05
Task001_BrainTumour,BRATS_478,-0.000207218588588
Task001_BrainTumour,BRATS_479,-0.0004495923756371
Task001_BrainTumour,BRATS_480,-0.0009310733206457
Task001_BrainTumour,BRATS_481,-0.0005651323120023
Task001_BrainTumour,BRATS_482,-0.0023549958141351
Task001_BrainTumour,BRATS_483,4.737184979264342e-05
Task001_BrainTumour,BRATS_484,-0.0015677424908592
Task002_Heart,la_003,9.273452238889313e-05
Task002_Heart,la_004,-6.307573138519817e-05
Task002_Heart,la_005,-1.407349357329668e-05
Task002_Heart,la_007,7.212265429878961e-05
Task002_Heart,la_009,7.58956420123802e-05
Task002_Heart,la_010,-0.0002970235098807
Task002_Heart,la_011,-2.0754552303103857e-05
Task002_Heart,la_014,-8.709772754245115e-06
Task002_Heart,la_016,-6.085406275735394e-05
Task002_Heart,la_017,0.0001620124524641
Task002_Heart,la_018,0.0002210348729024
Task002_Heart,la_019,0.0003386150706975
Task002_Heart,la_020,0.0002114474948564
Task002_Heart,la_021,5.4310348617137016e-05
Task002_Heart,la_022,-8.767207975413083e-05
Task002_Heart,la_023,-6.179072472090041e-05
Task002_Heart,la_024,-3.730326680129181e-05
Task002_Heart,la_026,1.913639825068536e-05
Task002_Heart,la_029,-0.0001436611644699
Task002_Heart,la_030,-7.089496356693648e-05
Task003_Liver,liver_0,0.0103663136716256
Task003_Liver,liver_1,-0.00148362632411
Task003_Liver,liver_10,-0.0007186238973683
